id	candidate	candidate_confidence	relevant_yn	relevant_yn_confidence	sentiment	sentiment_confidence	subject_matter	subject_matter_confidence	candidate_gold	name	relevant_yn_gold	retweet_count	sentiment_gold	subject_matter_gold	tweet_coord	tweet_created	tweet_id	tweet_location	user_timezone		text
8521	Donald Trump	1	yes	1	Positive	0.6771	FOX News or Moderators	1		MichelleMeyer10		72				8/7/15 0:22	6.30E+17	North East Coast	Central Time (US & Canada)		"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""#GOPDebat…"
5539	No candidate mentioned	1	yes	1	Neutral	1	None of the above	1		vasowofology		0				8/7/15 8:33	6.30E+17	London			The fight for the Republican Party #GOPDebate | #GOPDebate | https://t.co/lzi7ErbxZe
8959	Donald Trump	1	yes	1	Neutral	1	None of the above	0.6615		StaleRemedies		10				8/6/15 21:20	6.30E+17	New England	Pacific Time (US & Canada)		RT @WMUR9: What do you think of this statement from @realdonaldtrump? #GOPDebates http://t.co/lxOUEGlvKj
3927	No candidate mentioned	1	yes	1	Neutral	1	None of the above	1		LaurenStimpert		0				8/7/15 9:13	6.30E+17				Showdown at the #GOPdebate
7265	No candidate mentioned	1	yes	1	Negative	1	Jobs and Economy	0.6848		DWHignite		0				8/7/15 8:07	6.30E+17				If you ignore the #propaganda you would know that 6million more people are in #poverty under #Obama #GOPDebate #tcot https://t.co/TEVcpjqeIA
7790	Donald Trump	1	yes	1	Positive	0.6402	None of the above	1		GRmail38		0				8/7/15 9:01	6.30E+17				“@WSJ: Did Donald Trump’s performance at the first #GOPdebate help or hurt him? # he spoke the truth you either like you or not I do.
3989	No candidate mentioned	1	yes	1	Negative	0.6526	FOX News or Moderators	1		YippieKya		0				8/7/15 9:12	6.30E+17	USA	Eastern Time (US & Canada)		"#RUSH: ""#Fox moderators got 31% of airtime at #GOPDebate"""
659	No candidate mentioned	1	yes	1	Neutral	0.6568	Racial issues	1		LOVEnver_fails		30				8/7/15 9:49	6.30E+17	Seattle			RT @CarmenSpinDiego: @Dreamdefenders and other black activist censored on @instagram after #gopdebate http://t.co/m6aFfsKJmC
91	No candidate mentioned	0.4344	yes	0.6591	Positive	0.6591	FOX News or Moderators	0.4344		LarkXOXO		0				8/7/15 9:54	6.30E+17	Stevens Point // DeKalb	Mountain Time (US & Canada)		"Even though she's a super conservative reporter, I actually like Megyn Kelly's interview style &amp; she did great at the #GOPDebate"
7848	No candidate mentioned	1	yes	1	Negative	0.6735	None of the above	1		KhairiBHAFC		31				8/7/15 8:55	6.30E+17	"Kuantan, 21."			"RT @GovJVentura: I'm not voting for a Republican, so why should I waste my time on the #GOPdebate ? WATCH: http://t.co/oPcqIhURN9 http://t.…"
13355	Jeb Bush	1	yes	1	Negative	1	None of the above	1		HostileUrbanist		2				8/6/15 19:06	6.29E+17	Chicago			"RT @EnzoWestie: Remember, kids. #jebbush is the ""smart"" brother. #gopdebates"
565	Mike Huckabee	1	yes	1	Negative	1	None of the above	0.6272		TNBIX		1736				8/7/15 9:50	6.30E+17	"Washington, DC"	Central Time (US & Canada)		"RT @pattonoswalt: ""Kill people and break things,"" Huckabee just described the GOP. #GOPDebate"
9186	Donald Trump	0.4492	yes	0.6702	Neutral	0.3404	None of the above	0.4492		msgoddessrises		0				8/6/15 20:49	6.30E+17	Viva Las Vegas NV.	Pacific Time (US & Canada)		He's going independent you watch. Lol #TrumpIndependentTrain #GopDebates https://t.co/NDa3wPmXKt
11731	Donald Trump	1	yes	1	Neutral	0.6655	FOX News or Moderators	1		budpitino		134				8/6/15 19:31	6.29E+17				RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…
11205	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		ThorLoki8107		155				8/6/15 19:41	6.29E+17				RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸 #GOPDebate #GOPDebates
10198	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		DKarres		157				8/6/15 19:59	6.29E+17				"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate #GOPDebates"
4956	No candidate mentioned	1	yes	1	Negative	1	None of the above	0.3438		M_Schneider2		0				8/7/15 8:42	6.30E+17	"Syracuse, NY"			"Very important topics like #votingrights, #climatechange, &amp; #gunviolence werent mentioned in #GOPDebate. https://t.co/bxTZRvFkDb"
9955	No candidate mentioned	1	yes	1	Negative	1	Religion	0.6889		Paula_Kaye		0				8/6/15 20:05	6.29E+17		Pacific Time (US & Canada)		So unclear if I just watched a church convention or a political debate. #GOPDebates
235	Donald Trump	0.6962	yes	1	Neutral	0.6727	None of the above	0.6962		RonBasler1		65				8/7/15 9:53	6.30E+17	"California, USA"			RT @Writeintrump: Obama better not leave his prayer rug behind in the Oval Office when I get elected because I'll throw it out. #GOPDebate
4597	No candidate mentioned	1	yes	1	Negative	0.6966	Religion	0.6404		MI6CTU		0				8/7/15 8:47	6.30E+17				What was up with that God question at the end?! God! #GOPDebate
6193	Donald Trump	1	yes	1	Negative	0.7	None of the above	1		afaduln2		107				8/7/15 8:23	6.30E+17	The world	Eastern Time (US & Canada)		RT @SarahWoodwriter: Trump knows the the nation needs someone like him who knows how to file for bankruptcy. #GOPDebate
9456	No candidate mentioned	1	yes	1	Neutral	0.6522	FOX News or Moderators	0.6739		peggyguthridge		120				8/6/15 20:25	6.29E+17	Northern Alabama ♥️ USA	Central Time (US & Canada)		RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate …
11745	Donald Trump	1	yes	1	Positive	0.6897	FOX News or Moderators	0.6552		_hadji_911		78				8/6/15 19:31	6.29E+17				RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate #GOPDebates
5038	No candidate mentioned	0.4806	yes	0.6932	Negative	0.4806	None of the above	0.2643		megamauser		20				8/7/15 8:41	6.30E+17	Tyria			RT @TexasForBernie: Stand w @BernieSanders against extremist GOP that feeds on violating fundamental rights #DebateWithBernie #GOPDebate ht…
1831	Ben Carson	0.4444	yes	0.6667	Negative	0.3542	None of the above	0.4444		zolly_b		55				8/7/15 9:37	6.30E+17		Eastern Time (US & Canada)		RT @MrGeorgeWallace: Ben Carson's a doctor. Maybe he can check the audience for a pulse. #GOPDebate
8748	No candidate mentioned	0.4373	yes	0.6613	Negative	0.6613	FOX News or Moderators	0.4373		Dis_labeledVet		26				8/6/15 22:27	6.30E+17				RT @Desdemona4U: It was unfathomable that @megynkelly would ask Wasserman-Schultz to do a postmortem on the #GOPDebates. #SURREAL https://t…
10627	No candidate mentioned	1	yes	1	Neutral	0.6977	None of the above	0.6395		littlebuffalo87		0				8/6/15 19:52	6.29E+17	Heartland of America	Central Time (US & Canada)		"Amen, lets elect our next President on their fruits. #GOPDebates"
1120	No candidate mentioned	1	yes	1	Neutral	0.6608	Immigration	0.6608		mo2g		29				8/7/15 9:44	6.30E+17		Eastern Time (US & Canada)		RT @JonFeere: We need an hour-long debate just on immigration. Give the questions to candidates ahead of time to prepare. It'd be informati…
1235	Chris Christie	1	yes	1	Negative	1	None of the above	1		KarenCrow6		2				8/7/15 9:43	6.30E+17				"RT @FreedomJames7: Any Conservative Who Thinks Chris Christie Won Last Night, You Need To Leave Our Party Immediately.#GOPDebate"
13058	Mike Huckabee	1	yes	1	Neutral	1	None of the above	1		Letzy__		60				8/6/15 19:10	6.29E+17	"Boston, Massachusetts"	Eastern Time (US & Canada)		RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9
8377	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		makeliberalscry		116				8/7/15 3:59	6.30E+17	with the Kurds & Israelis 100%	Central Time (US & Canada)		RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate #GOPDebates
1913	Donald Trump	1	yes	1	Negative	0.6889	Immigration	0.6758		JusBeeingAround		302				8/7/15 9:36	6.30E+17	Earth	Bern		RT @Daenerys: Donald Trump got The Wall idea from Game of Thrones. #GOPDebate
12735	No candidate mentioned	0.4025	yes	0.6344	Negative	0.6344	FOX News or Moderators	0.4025		capitalV		1				8/6/15 19:16	6.29E+17	NYC	Eastern Time (US & Canada)		"If the moderators followed up every lip service rant with ""ok, how?"" this debate would reveal everything you need to know. #GOPDebates"
10696	No candidate mentioned	1	yes	1	Positive	1	None of the above	1		CathyCulp		0				8/6/15 19:51	6.29E+17	"Brentwood, TN"	Central Time (US & Canada)		Would love to have seen it! Seemed better than all these guys! #GOPdebates https://t.co/aawvUQqQRB
7916	Donald Trump	1	yes	1	Neutral	0.6442	None of the above	0.6361		JasonParks73		0				8/7/15 9:54	6.30E+17				Why do I seem to be the only one that doesn't think Trump did well in the #GOPDebates ? I think the questions were fair and relevant. #tcot
2433	No candidate mentioned	1	yes	1	Negative	0.3462	FOX News or Moderators	1		the_hetz		0				8/7/15 9:30	6.30E+17		Pacific Time (US & Canada)		"After the #GOPDebate, if I were a Republican I'd get behind the smartest, most electable person in the room and draft @megynkelly for Prez!"
3155	No candidate mentioned	1	yes	1	Positive	0.3333	None of the above	0.6667		MiraKarell		1				8/7/15 9:22	6.30E+17	"Gaithersburg, MD"	Central Time (US & Canada)		RT @Beem_Skeem: #GOPDebate JUSTICE IN AMERICA #SANDRABLAND #BlackLivesMatter http://t.co/r0xXbgvQb3
2834		0.2248	yes	0.6587	Positive	0.3391	None of the above	0.4339		monicalmtf		31				8/7/15 9:26	6.30E+17	milwaukee 	Central Time (US & Canada)		"RT @NARAL: ""@scottwalker, given your record in Wisconsin, why should voters believe you?"" Great question, #GOPDebate."
7536	No candidate mentioned	1	yes	1	Neutral	0.6744	None of the above	1		JamesSWelchJr		0				8/7/15 8:03	6.30E+17				One take away from the GOP Debate? I would choose any over Hillary Clinton or Bernie Sanders (including the 5:00 crowd) #GOPDebate
1990	Rand Paul	0.4171	yes	0.6458	Positive	0.6458	None of the above	0.4171		ScottJNX		25				8/7/15 9:35	6.30E+17	"Spartanburg, SC"	Eastern Time (US & Canada)		"RT @Yowan: ""I'm a different kind of Republican"" - @RandPaul #GOPDebate He really is and he needs to show that contrast, instead of panderi…"
4816	No candidate mentioned	1	yes	1	Neutral	0.6774	None of the above	0.6559		nsane8		0				8/7/15 8:44	6.30E+17	Citizen of the Planet	Pacific Time (US & Canada)		"Welcome to ""Fact Check Friday!""Show us news media who lied and who lied even more!#GOPDebate"
4541	Donald Trump	0.3989	yes	0.6316	Neutral	0.3158		0.2327		americansadass		57				8/7/15 8:48	6.30E+17	"Boston, MA"			RT @ngomsiv: Donald Trump on the border last week #GOPDebate http://t.co/6UUIbRW06t
11579	Ted Cruz	1	yes	1	Positive	0.6496	FOX News or Moderators	0.6855		doordork1966		21				8/6/15 19:34	6.29E+17	Virginia	Eastern Time (US & Canada)		RT @marymauldin: Hey @FoxNews ! How absolutely fearful are you of @SenTedCruz ? I'm LOL at how you refuse to ask him questions!#GOPDebat…
6751	No candidate mentioned	1	yes	1	Neutral	1	None of the above	1		sistertoldjah		4				8/7/15 8:15	6.30E+17	North Carolina	Eastern Time (US & Canada)		Fiorina: I didn't get a phone call from Bill Clinton | Fox News Republican Debate (VIDEO) https://t.co/9Y3B5ZejP5 #GOPdebate #GOP2016
5540	No candidate mentioned	0.4258	yes	0.6526	Negative	0.3474	None of the above	0.4258		LadyLiberty1885		0				8/7/15 8:33	6.30E+17	United States	Eastern Time (US & Canada)		"I know someone has the finalized amount of time each candidate had to speak, send it to me pls!#GOPDebate"
12602	Mike Huckabee	0.6705	yes	1	Negative	0.6705	None of the above	0.6591		JimmyJames38		0				8/6/15 19:18	6.29E+17	Center of the Buckeye	Eastern Time (US & Canada)		Why is Huckster getting so much air time? #GOPDebates
3450	Ted Cruz	0.4395	yes	0.6629	Neutral	0.6629	None of the above	0.4395		USAforTedCruz		0				8/7/15 9:18	6.30E+17				Ted Cruz with Sean Hannity After the #GOPDebate http://t.co/uIAoTVyd8Z
13507	Ben Carson	1	yes	1	Positive	1	None of the above	1		MissGraciela3		1				8/6/15 19:02	6.29E+17	OR ✈️ KS	Pacific Time (US & Canada)		RT @vanesa_44: Carson is boss right now. BYE HILLARY. #GOPDebates
293	Donald Trump	1	yes	1	Neutral	0.7188	FOX News or Moderators	1		TorchOnHigh		1				8/7/15 9:52	6.30E+17	Musician/Recording Eng - CA	Pacific Time (US & Canada)		RT @RedheadAndRight: Meet the new darling of the left 》 Megyn Gotcha Kelly. #GOPDebate @FoxNews #DonaldTrump #MegynKelly
12578	Jeb Bush	0.4444	yes	0.6667	Negative	0.6667	None of the above	0.4444		zabackj		0				8/6/15 19:19	6.29E+17	"New York, NY"	Eastern Time (US & Canada)		"Ok. This has gotten boring now. See you soon, Jeb. @GOP #GOPDebate #GOPDebate2016 #GOPDebates #PresidentialDebate"
5662	Chris Christie	1	yes	1	Negative	0.6477	Jobs and Economy	0.6477		Wood_Math		60				8/7/15 8:32	6.30E+17	"Arlington, TX"	Central Time (US & Canada)		RT @TheBaxterBean: N.J. Credit Rating Was Downgraded Record 9 Times Under Chris Christie's Leadership http://t.co/tcE2dNEUcy #GOPDebate htt…
905	No candidate mentioned	1	yes	1	Negative	0.6781	FOX News or Moderators	0.3521		AndreaUpadhya		58				8/7/15 9:47	6.30E+17	"Fort Worth, TX"	Central America		RT @Mammals_Suck: I am shocked* that over an hour into the #GOPDebate &amp; there have been no Qs about Police Brutality &amp; #BlackLivesMatter …
2728	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		the_roookie2		0				8/7/15 9:27	6.30E+17	In the cages ⚾️	Eastern Time (US & Canada)		It's so funny trying to watch people act smart talking about the #GOPDebate when clearly they know nothing. 😂
8745	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		redmanblackdog		157				8/6/15 22:28	6.30E+17				"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate #GOPDebates"
7875	No candidate mentioned	1	yes	1	Negative	1	Racial issues	0.6848		micaltaz		70				8/7/15 8:51	6.30E+17	The Corner Of No Fuggs To Give			RT @rodimusprime: So you ask about #BlackLivesMatter and then Straight Out of Compton commercial is up next? Product placement? #GOPDebate
13713	Ted Cruz	0.6629	yes	1	Negative	0.6404	None of the above	1		DanDiekhoff		149				8/6/15 18:58	6.29E+17				"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate #G…"
13388	No candidate mentioned	1	yes	1	Negative	0.6923	None of the above	1		lexasaurusrex44		47				8/6/15 19:05	6.29E+17		Eastern Time (US & Canada)		"RT @BettyFckinWhite: -Can you answer this very direct question?-I should be president. -So, no?#GOPDebates"
11406	Donald Trump	0.4444	yes	0.6667	Neutral	0.6667	None of the above	0.4444		Gerad161Torres		278				8/6/15 19:37	6.29E+17	L.A 18th			RT @ericstonestreet: Trump has Cam hands. #GOPDebates
10093	Ben Carson	0.4123	yes	0.6421	Negative	0.3474	None of the above	0.4123		MasegoMokgoko		0				8/6/15 20:01	6.29E+17				Now Ben Carson wants to try and be interesting. #GOPDebates
4884	Donald Trump	0.4444	yes	0.6667	Positive	0.3563	None of the above	0.4444		RaheemKassam		0				8/7/15 8:43	6.30E+17	"London, United Kingdom"	London		Donald Trump is John Galt. Chew on it. #gopdebate
6099	No candidate mentioned	1	yes	1	Negative	0.6848	None of the above	0.6413		SallySellers54		7				8/7/15 8:25	6.30E+17				RT @shnnigans: @GRForSanders I don't have a spare $170 but I'll donate $1 for every GOP candidate I don't trust with the presidency. #GOPDe…
2377	Ted Cruz	1	yes	1	Positive	0.3696	None of the above	1		mt_newman		0				8/7/15 9:31	6.30E+17	Hailing from DownEast Maine	Eastern Time (US & Canada)		"Cruz' closing statement may have sounded like it came from a meat market, but HUGE difference is that Cruz would actually do it. #GOPDebate"
3205	No candidate mentioned	1	yes	1	Neutral	0.6923	Abortion	0.6484		eenerlegna		3				8/7/15 9:21	6.30E+17	WA | TX			RT @kristenjobarton: me @ #GOPDebate talking about Planned Parenthood http://t.co/OYIZmqZoWj
948	No candidate mentioned	0.3943	yes	0.6279	Negative	0.6279		0.2336		alexandraheuser		0				8/7/15 9:46	6.30E+17	America			BLOWTORCH IRS!! I LIKE the sound of that!! #CriminalAbusesNOWPoised2POLICEOurHealthCare GO Rick!!! #GOPDebate https://t.co/ZFlcfHEe3J
476	No candidate mentioned	0.481	yes	0.6936	Negative	0.3718	FOX News or Moderators	0.2579		greenspaceguy		1				8/7/15 9:51	6.30E+17	Michigan	Central Time (US & Canada)		@TheDailyShow Jon Stewart can feel comfortable w/retirement as #GOPDebate solved all problems(personal &amp; scientific) https://t.co/voVjmTwu5J
4663	Donald Trump	1	yes	1	Neutral	0.3409	FOX News or Moderators	1		LizAnneKelley		0				8/7/15 8:46	6.30E+17	Seeking My Place in the World 	Eastern Time (US & Canada)		"@realDonaldTrump won debate despite hatchet job @megynkelly MK's unprofessional questions brought #GOPDebate quality down n 2 dirt,literally"
8104	Ted Cruz	1	yes	1	Positive	1	None of the above	1		duerr_2		67				8/7/15 6:48	6.30E+17	pa usa			"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do. #GOPDebates"
11100	Scott Walker	1	yes	1	Neutral	0.6674	None of the above	1		DirkLangeveld		0				8/6/15 19:43	6.29E+17	"New London, CT"	Central Time (US & Canada)		"""More mushin' for the pushin'"" --Scott Walker #GOPDebates"
1581	Donald Trump	1	yes	1	Negative	0.6705	FOX News or Moderators	1		palmaceiahome1		12				8/7/15 9:39	6.30E+17		Quito		"Rush Limbaugh to Megyn Kelly ""I know no Democrat Candidate would be treated the way Megyn Kelly treated Trump."" #FoxNews #GOPDebate"
6980	No candidate mentioned	0.4228	yes	0.6502	Negative	0.3304	None of the above	0.4228		lexthorul		0				8/7/15 8:12	6.30E+17				Can't wait to see which Lannister they kill off in the next episode of #GOPDebate http://t.co/L6Wv7VkMk0 via @someecards
6352	No candidate mentioned	0.4153	yes	0.6444	Negative	0.3444	None of the above	0.4153		TheOracle13		1				8/7/15 8:21	6.30E+17		Atlantic Time (Canada)		RT @usedtobgop: I don't know about anyone else but think last night #GOPDebate on @msnbc was a BIG flop without @maddow @Lawrence &amp; @chrisl…
9240	Donald Trump	1	yes	1	Positive	0.6404	None of the above	1		BigBoyBaker		0				8/6/15 20:45	6.29E+17	"Indiana, U.S.A."	Eastern Time (US & Canada)		Loved Trump calling our leaders stupid. #GOPDebates
8121	Donald Trump	1	yes	1	Positive	0.6691	Immigration	1		tullyframe		105				8/7/15 6:33	6.30E+17	Oregon			"RT @RWSurferGirl: Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates"
