id	candidate	candidate_confidence	relevant_yn	relevant_yn_confidence	sentiment	sentiment_confidence	subject_matter	subject_matter_confidence	candidate_gold	screen_name	relevant_yn_gold	retweet_count	sentiment_gold	subject_matter_gold	tweet_coord	tweet_created	tweet_id	tweet_location	user_timezone		text
630	No candidate mentioned	0.4062	yes	0.6374	Negative	0.6374	None of the above	0.4062		susieque155		231				8/7/15 9:49	6.30E+17	Georgia	Eastern Time (US & Canada)		RT @YoungBLKRepub: Just saying. #GOPDebate http://t.co/zqcAONpaKj
631	No candidate mentioned	0.4602	yes	0.6784	Negative	0.4602	FOX News or Moderators	0.4602		Pornitics		319				8/7/15 9:49	6.30E+17	Socialist Northeast			RT @ThePatriot143: Hey @Foxnews can you let us Rep digest the #GOPDebate before you allow Debbie Wasserman Schultz to TRASH ALL OUR GOP htt…
632	Donald Trump	0.4805	yes	0.6932	Positive	0.3523	None of the above	0.2442		PaolaFreeworddk		0				8/7/15 9:49	6.30E+17	Italy	Belgrade		"#Trump2016 #GOPDebate The Illuminati want him out, but he will win the same http://t.co/2kVlxWB9Kd http://t.co/zyCvnY4NOq"
633	Chris Christie	1	yes	1	Negative	0.6404	None of the above	1		mfeagans		194				8/7/15 9:49	6.30E+17	Philadelphia	Eastern Time (US & Canada)		"RT @JimFKenney: Hey @ChrisChristie -- if you want to check out the Constitution, it's right here in Philly. I'll keep the bridge open for y…"
634	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		kirahoffy		2				8/7/15 9:49	6.30E+17	"Eugene, Ore."	Mountain Time (US & Canada)		"""@FoxNews web stream and mobile app fail during #GOPDebate” … Why am I not surprised? http://t.co/tkpEsoOEZT"
635	Jeb Bush	1	yes	1	Negative	0.6196	Gun Control	1		Aefauld		11				8/7/15 9:49	6.30E+17		Eastern Time (US & Canada)		RT @roseperson: @TheDailyEdge @kharyp Jeb Bush promised families the fallen troops won't have died in vain. How about victims of gun violen…
636	No candidate mentioned	0.4495	yes	0.6705	Negative	0.3409	None of the above	0.4495		CharlesMcNulty		1				8/7/15 9:49	6.30E+17	Los Angeles	Pacific Time (US & Canada)		"RT @whoisbenchang: The #GOPDebate as theater, made-for-TV (&amp; web) drama, (and, duh) reality TV, via @CharlesMcNulty @latimes http://t.co/lT…"
637	No candidate mentioned	1	yes	1	Negative	1	None of the above	0.6667		EConfeniae		1				8/7/15 9:49	6.30E+17	"Puyo, Pastaza Ecuador "			"RT @natycar74: http://t.co/wrmBJKVhNr.Candidate.Mentioned.Inequality! Not, one!!! #GOPDebate"
638	Ted Cruz	0.4636	yes	0.6809	Positive	0.6809	Foreign Policy	0.239		marshalhoverson		303				8/7/15 9:49	6.30E+17				"RT @PamelaGeller: LOVE CRUZ! ""If you join ISIS you are signing your death warrant."" Go Ted go! Anyone that joins ISIS loses their citizens…"
639	No candidate mentioned	0.4636	yes	0.6809	Positive	0.3404	Religion	0.4636		KCBoyd3		2				8/7/15 9:49	6.30E+17		Atlantic Time (Canada)		RT @americansunited: Blog: God made a cameo appearance in last night's #GOPDebate. We're sure there will be more to come. http://t.co/01llp…
640	Donald Trump	1	yes	1	Negative	1	None of the above	1		Lady_NoNo		18				8/7/15 9:49	6.30E+17	"Buffalo, New York"	Eastern Time (US & Canada)		RT @hilcox18: Donald Trump is Drunk Uncle #GOPDebate http://t.co/fcn61e8e3w
641	Ted Cruz	1	yes	1	Positive	0.6966	None of the above	0.3596		DCSquibbsr		20				8/7/15 9:49	6.30E+17				RT @jonmcclellan: Watch @TedCruz strong closing statement at the #GOPdebate: Video: https://t.co/kQlgCBaV7p #CruzCrew
642	No candidate mentioned	1	yes	1	Negative	0.6558	Women's Issues (not abortion though)	0.6558		PeacefulFeather		119				8/7/15 9:49	6.30E+17	"Cedar Park, Texas"			"RT @thesuperficial: ""Hey, guys. Women are allowed to vote.""""WHAT?""""That's impossible!""""Build a wall around their uterus!""""Ronald Reagan…"
643	No candidate mentioned	1	yes	1	Neutral	0.6813	None of the above	0.6484		dgtlUbun2		1				8/7/15 9:49	6.30E+17		Central Time (US & Canada)		RT @STrimel: No one summed it up better than #BernieSanders. #GOPDebate https://t.co/jL65PKp3Ua
644	John Kasich	0.2338	yes	0.6782	Negative	0.6782	None of the above	0.4599		TxDestination		0				8/7/15 9:49	6.30E+17		Central Time (US & Canada)		"Retrospect #gopdebate USA needs someone #conservative, confident,respectfully listens, not arrogant @rushlimbaugh says @Fiorina @Kasich"
645	No candidate mentioned	1	yes	1	Negative	0.6805	None of the above	1		hinsw9942		0				8/7/15 9:49	6.30E+17	"St Paul, MN"	Central Time (US & Canada)		@maureenjohnson based on your Tweets I'm slightly thankful I skipped the #GOPDebate yesterday evening
646	Chris Christie	0.6734	yes	1	Negative	1	None of the above	0.687		DAG_1968		0				8/7/15 9:49	6.30E+17		Pacific Time (US & Canada)		"@hardball_chris Hey Chris, did you file a workman's claim after @CarlyFiorina smashed you last night? #GOPDebate #tcot @hardball"
647	Donald Trump	1	yes	1	Negative	0.6829	None of the above	1		nodote135		0				8/7/15 9:49	6.30E+17				@realDonaldTrump ur complaining so much about being targeted but do u think that when ur president u won't be targeted? #GOPDebate
648	No candidate mentioned	1	yes	1	Neutral	0.6644	Racial issues	0.6836		akbarjenkins		0				8/7/15 9:49	6.30E+17	"Atlanta, GA"	Eastern Time (US & Canada)		Last night the GOP faced up to the Yellow Peril @theclementlime watched so you don't have to https://t.co/rOfWhAOX6G #GOPDebate
649	Donald Trump	0.6216	yes	1	Negative	1	FOX News or Moderators	1		deb_BAE_		0				8/7/15 9:49	6.30E+17				which is NOT fair and balanced #GOPDebate
650	Scott Walker	1	yes	1	Negative	0.6853	Abortion	1		LaraLuis20		477				8/7/15 9:49	6.30E+17	United States	Mountain Time (US & Canada)		"RT @PrestonMitchum: Dear Scott Walker:How are you ""pro-life"" if you would let a woman die rather than receive an abortion? #GOPDebate #…"
651	No candidate mentioned	1	yes	1	Negative	1	Racial issues	0.7064		OpTiMist4Now		0				8/7/15 9:49	6.30E+17	Palm Beach / Boston	Eastern Time (US & Canada)		"LOL! D@%m straight! Unbelievable the sexist, misogynistic &amp;racist tones. Repugnant sad state of affairs. #GOPDebate https://t.co/awBmpTMpUm"
652	Ted Cruz	1	yes	1	Negative	1	None of the above	1		Dttettleton		206				8/7/15 9:49	6.30E+17		Eastern Time (US & Canada)		RT @bazecraze: Ted Cruz looks like someone put a suit on a sigh. #GOPDebate
653	No candidate mentioned	1	yes	1	Neutral	0.6395	None of the above	1		SouthernRock3		0				8/7/15 9:49	6.30E+17	"Texas, USA"	Eastern Time (US & Canada)		.@ObamaAgenda @BaracksBackers Um..During the #GOPDebate. DERP!
654	No candidate mentioned	0.4829	yes	0.6949	Negative	0.3755	Racial issues	0.4829		JustNadia_K		1				8/7/15 9:49	6.30E+17	"Ann Arbor, MI 1/5"	Eastern Time (US & Canada)		"RT @adillard4: Unlike #GOPDebate we'll talk race, activism #BlackLivesMatter #fergusonsyllabus #takeitdown #BTWAM on #UmichChat @ 1 http://…"
655	No candidate mentioned	1	yes	1	Negative	0.675	None of the above	1		dej388		34				8/7/15 9:49	6.30E+17	Ga	Eastern Time (US & Canada)		"RT @RepublicanPunk: GOP has 0 candidates who deleted 30,000 subpoenaed emails. #GOPDebate #ReadyForHillary"
656	No candidate mentioned	1	yes	1	Positive	1	None of the above	1		btshepherd1		0				8/7/15 9:49	6.30E+17	Texas	Pacific Time (US & Canada)		Usa is waking up!! #GOPDebate
657	No candidate mentioned	1	yes	1	Neutral	0.6413	None of the above	1		ClaireEaton12		127				8/7/15 9:49	6.30E+17	Tufts University	Eastern Time (US & Canada)		RT @feministabulous: I grew up the poorest. Vote for me. #GOPDebate
658	Donald Trump	1	yes	1	Positive	1	None of the above	1		borsato79		0				8/7/15 9:49	6.30E+17				@realDonaldTrump treated @RandPaul like the little gnat he is. #GOPDebate #tcot #trump #MakeAmericaGreatAgain #GoTrump
659	No candidate mentioned	1	yes	1	Neutral	0.6568	Racial issues	1		LOVEnver_fails		30				8/7/15 9:49	6.30E+17	Seattle			RT @CarmenSpinDiego: @Dreamdefenders and other black activist censored on @instagram after #gopdebate http://t.co/m6aFfsKJmC
660	No candidate mentioned	1	yes	1	Neutral	0.6703	FOX News or Moderators	0.6606		thatgodovrthere		397				8/7/15 9:49	6.30E+17				RT @SouthernHomo: Me as a moderator at the #GOPDebate http://t.co/URnKZ69fNx
661	No candidate mentioned	1	yes	1	Negative	0.6559	FOX News or Moderators	1		slopokejohn		46				8/7/15 9:49	6.30E+17	All 48 states			RT @JohnGGalt: Looks like Fox News needs to be taken out back. #GOPDebate #MakeAmericaGreatAgain
662	No candidate mentioned	1	yes	1	Negative	1	Women's Issues (not abortion though)	0.6818		THEE11thHOUR		210				8/7/15 9:49	6.30E+17	Fire Truck 7	Eastern Time (US & Canada)		"RT @hunterwalk: If men could become pregnant, whoooo wheeee, these answers would be different #GOPDebate"
663	No candidate mentioned	1	yes	1	Negative	0.6706	None of the above	0.6471		gravius_brent		0				8/7/15 9:49	6.30E+17				Remember this bullshit when picking a president #GOPDebate. #stupid #marines http://t.co/HhSotdZXiL
664	No candidate mentioned	1	yes	1	Negative	0.3695	None of the above	1		LelaindePeche		8				8/7/15 9:49	6.30E+17	Lost in time & Space	Eastern Time (US & Canada)		RT @cavaticat: I didn't watch the #GOPDebate last night so today I got to wake up still liking myself and humanity in general.
665	No candidate mentioned	1	yes	1	Positive	0.7215	None of the above	1		PerryLohr2		2				8/7/15 9:49	6.30E+17	Kansas			"RT @NaughtyBeyotch: RT @AllenWestRepub ""Twitter declares @CarlyFiorina the #GOPDebate winner  "" http://t.co/lX0RkaHzMQ"
666	No candidate mentioned	1	yes	1	Negative	0.6522	None of the above	1		wayneashleymusi		0				8/7/15 9:49	6.30E+17	"Houston, Texas"			"After the #GOPDebate, it's the only jam that seems appropriate. @taylorswift13 @kendricklamar #BadBlood #music #np http://t.co/f2Ul333eXo"
667	No candidate mentioned	0.641	yes	1	Negative	0.641	FOX News or Moderators	0.641		palmaceiahome1		2				8/7/15 9:49	6.30E+17		Quito		"Caller on the Rush Limbaugh show:""I have lost all respect for Fox News."" #FoxNews #GOPDebate"
668	No candidate mentioned	1	yes	1	Neutral	0.6598	None of the above	1		illusions2015		1				8/7/15 9:49	6.30E+17	Planet Earth			RT @SFSK8rGrrl: I Won! (Did You?)#F2B @JChurchRadio @fadernauts #GOPDebate https://t.co/IylGGDhzEJ
669	Donald Trump	0.4265	yes	0.6531	Negative	0.6531	None of the above	0.4265		sealywilly		918				8/7/15 9:49	6.30E+17	san dimas			RT @nerdist: Trump constantly looks like he's trying to push out a fart. #GOPDebate
670	No candidate mentioned	1	yes	1	Neutral	0.6471	None of the above	1		LMvanderWatt		2				8/7/15 9:49	6.30E+17	Stockholm	Athens		RT @moneyries: The second most-retweeted presidential candidate Tweet of the #GOPDebate https://t.co/rybdNPfypW
671	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		CUFUDC		0				8/7/15 9:49	6.30E+17	"Washington, DC"			These boys imagine themselves in the Oval Office? God help us all. #GOPdebate #debate #houseofcards
672	Donald Trump	1	yes	1	Neutral	1	None of the above	0.6531		ColdSober787		655				8/7/15 9:49	6.30E+17	Oregon	Arizona		RT @megynkelly: .@realDonaldTrump: I think the big problem this country has is being politically correct #GOPDebate
673	No candidate mentioned	1	yes	1	Negative	1	None of the above	0.6599		dnvnbirch26		0				8/7/15 9:49	6.30E+17		Eastern Time (US & Canada)		Oh and the absolute disrespect of @POTUS by the GOP candidates in the #GOPDebate was DISGUSTING!
674	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		alexandraheuser		0				8/7/15 9:49	6.30E+17	America			Shame on #FoxNews making FIRST Primary Debate all about THEM #RatingsBonanza THEY win VOTERS lose. #GOPDebate #TCOT https://t.co/Gs5eoDhvHu
675	No candidate mentioned	1	yes	1	Neutral	0.696	None of the above	1		1990sgirl4life		158				8/7/15 9:49	6.30E+17		Quito		RT @DonnieWahlberg: I love seeing the #StraightOuttaCompton movie preview during the #GOPDebate!Will have seen both in the next 24 hours!
676	Mike Huckabee	1	yes	1	Positive	0.3441	None of the above	0.6559		aeroG		15				8/7/15 9:49	6.30E+17	"Houston, Texas"	Central Time (US & Canada)		"RT @ChronFalkenberg: ""The military is not a social experiment. The purpose of the military is to kill people and break things."" Huckabee sa…"
677		0.2309	yes	0.3618	Negative	0.3618		0.2309		DCSoljaGurl		0				8/7/15 9:49	6.30E+17	DC - MD - IL - IA	Central Time (US & Canada)		Fact checking (for those just recovering from last night's #DrinkingGame #GOPDebate ) http://t.co/8iBAcPcs7D
678	Donald Trump	1	yes	1	Neutral	0.6774	FOX News or Moderators	1		SherSpooner		0				8/7/15 9:49	6.30E+17	"Oak Park, IL"			#GOPDebate: Fox News tries to dump the #Trump. http://t.co/MuSxkU53Ol http://t.co/2Ha71jFRp1
679	Donald Trump	0.6629	yes	1	Negative	0.6742	FOX News or Moderators	1		CascadeRam		0				8/7/15 9:49	6.30E+17	Seattle	Pacific Time (US & Canada)		"""This was more of an inquisition than it was a debate"" says Sen Graham about Fox News moderators questioning @realDonaldTrump at #GOPDebate"
680	Scott Walker	1	yes	1	Negative	1	None of the above	1		dmarro		0				8/7/15 9:49	6.30E+17	"Long Island, NY"			"Didn't like #ScottWalker before the debates, like him even less now. #GOPDebate"
681	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		Conssista		0				8/7/15 9:49	6.30E+17				Keep trying but it ain't working. Ppl saw through your focus groups &amp; @FoxNews last night. #GOPDebate https://t.co/FyXcFnWEdp
682	Marco Rubio	0.4362	yes	0.6604	Positive	0.6604	Abortion	0.2366		ImwithMarco		0				8/7/15 9:49	6.30E+17		Pacific Time (US & Canada)		Amazing! Marco Rubio schools @ChrisCuomo on when life begins: https://t.co/PrKLk6X4Ji #ProLife #GOPDebate #TCOT
683	Donald Trump	0.2412	yes	0.6686	Negative	0.3608	Foreign Policy	0.447		AZAustin43		8				8/7/15 9:49	6.30E+17	"Arizona, USA"	Pacific Time (US & Canada)		"RT @StudyingLiberty: The man who wants to take on Iran, Russia, and China can't even handle a few tough debate questions by Megyn Kelly. #G…"
684	No candidate mentioned	0.4218	yes	0.6495	Negative	0.6495	FOX News or Moderators	0.4218		theAlexHanson		0				8/7/15 9:49	6.30E+17	"Ames & Bettendorf, Iowa, USA"	Central Time (US & Canada)		"Interesting stuff: Pundits/analysts say FOX asked good questions, caller just now on talk radio said he ""lost respect"" for FOX. #GOPDebate"
685	No candidate mentioned	0.4689	yes	0.6847	Negative	0.6847	Jobs and Economy	0.253		1KissedGirl1		160				8/7/15 9:49	6.30E+17	Texas	Central Time (US & Canada)		RT @mrmilianspeaks: Dear RepublicansIf you grew up broker than everyone else then why do you hate the poor so much?#KKKorGOP #GOPDebate
686	Mike Huckabee	0.6444	yes	1	Positive	0.6444	None of the above	1		2ward4ward		5				8/7/15 9:49	6.30E+17	"California, USA"	Pacific Time (US & Canada)		RT @JHoganGidley: VIDEO: @GovMikeHuckabee Crushes Frank Luntz @FoxNews focus group: http://t.co/zTrUVoFwGG cc: @FrankLuntz #Huckabee2016 #…
687	No candidate mentioned	0.4616	yes	0.6794	Neutral	0.3497	FOX News or Moderators	0.2376		Sammie_Sue12		0				8/7/15 9:49	6.30E+17		Central Time (US & Canada)		"@IngrahamAngle ""@CarlyFiorina ran away with it."" #GOPDebate #Carly2016 https://t.co/8AQYJ9bYOr"
688	No candidate mentioned	0.4171	yes	0.6458	Positive	0.3229	None of the above	0.4171		glamorqueen		7				8/7/15 9:49	6.30E+17		Central Time (US & Canada)		"RT @NaphiSoc: I am more committed than ever to support Democratic nominee thanks to #GOPDebate and any ""Dem"" who even hesitates is not a D…"
689	No candidate mentioned	0.465	yes	0.6819	Negative	0.6819	None of the above	0.465		BlueMaze		1				8/7/15 9:49	6.30E+17	Michigan	Eastern Time (US & Canada)		RT @ShrinkGov: Lets not pretend the bar for POTUS is very high now. Its somewhere between sh*t and syphilis#GOPDebate #tcot
690	No candidate mentioned	0.4071	yes	0.638	Positive	0.3199	None of the above	0.4071		pernella_7		0				8/7/15 9:49	6.30E+17	"Pittsburgh, PA"			Bernie Sanders is a fucking national treasure.@BernieSanders #FeelTheBern #GOPDebate #JonStewart #DonaldTrump #Bernie2016 #Democrat
691	No candidate mentioned	0.4444	yes	0.6667	Positive	0.3333	None of the above	0.2222		KarenCrow6		8				8/7/15 9:49	6.30E+17				RT @FreedomJames7: Who Wants A Hug?#GOPDebate http://t.co/iaTS8vyx7c
692	No candidate mentioned	1	yes	1	Negative	0.7	None of the above	1		RedRoadRail		81				8/7/15 9:49	6.30E+17	Missouri & Florida Wisconsin	Mountain Time (US & Canada)		"RT @P0TUS: Rick Perry calls planes ""aviation assets"" This is what happens when you wear glasses to improve your IQ. #GOPDebate /Kiddie Vers…"
693	Donald Trump	1	yes	1	Positive	1	None of the above	1		tjensen739		802				8/7/15 9:49	6.30E+17	Skyzone			RT @DanScavino: .@realDonaldTrump wins 1st #GOPDebate!#MakeAmericaGreatAgain #Trump2016 #TeamTrump #TrumpForPresident 🇺🇸 http://t.co/2P8dW…
694	No candidate mentioned	1	yes	1	Negative	0.6841	None of the above	1		Riddagh		0				8/7/15 9:49	6.30E+17	"Upper East Side, Manhattan"	Eastern Time (US & Canada)		"After #GOPDebate the world leaders said ""put the bombs away, these guys will destroy America themselves."" #Republicans #notbetter"
695	No candidate mentioned	1	yes	1	Negative	0.7017	None of the above	0.6437		Melabell		0				8/7/15 9:49	6.30E+17	"ÜT: 10.16471,-64.682618"	Caracas		"My mom this morning, ""so who won the debate?!"". My Dad: ""The Democrats did""  #GOPDebate"
696	No candidate mentioned	0.5057	yes	0.7111	Neutral	0.3556	None of the above	0.5057		_captainhookz		19				8/7/15 9:49	6.30E+17		Central Time (US & Canada)		RT @micnews: Kimye’s selfie with Hillary Clinton was more viral than the #GOPDebate http://t.co/7BiQfjHmhF http://t.co/mZtcBkKgwu
697	No candidate mentioned	1	yes	1	Negative	0.6629	FOX News or Moderators	0.6517		bodysouls		6				8/7/15 9:49	6.30E+17	USA	Pacific Time (US & Canada)		RT @jimtrue48: @Treezilla @hereistheanswer I don't mind hardball questions but I don't like an ambush aimed at taking someone out of the ra…
698	No candidate mentioned	0.4085	yes	0.6392	Positive	0.3402	None of the above	0.4085		STrimel		1				8/7/15 9:49	6.30E+17	Greater NYC	Eastern Time (US & Canada)		No one summed it up better than #BernieSanders. #GOPDebate https://t.co/jL65PKp3Ua
699	No candidate mentioned	1	yes	1	Negative	0.6847	Racial issues	1		s0s0str1s		682				8/7/15 9:49	6.30E+17				RT @marksluckie: Just one #BlackLivesMatter question at #GOPDebate? But we spent a half hour talking about fences?? http://t.co/v7pqn2Qr84
700	No candidate mentioned	1	yes	1	Negative	1	None of the above	0.6517		alabamafan2		0				8/7/15 9:49	6.30E+17	Georgia	Eastern Time (US & Canada)		Liberals went from experimenting on patients in mental institutions to working for #PlannedButcherhood #GOPDebate
701	Donald Trump	1	yes	1	Negative	1	None of the above	1		ScheidlDavid		16				8/7/15 9:49	6.30E+17	"Ottawa, Canada"			"RT @RadioFreeTom: Look, Trumpkins, your hero didn't even win the steak knives last night, know what I'm sayin' here? #GOPDebate"
